title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	treatment_protocol_ch1	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_phone	contact_fax	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	age:ch1	gender:ch1	strain:ch1	tissue:ch1	response
GSM709726	Cortex_SM_C	GSM709726	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	control group (water)	Mus musculus	strain: SM/J	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709726/suppl/GSM709726.CEL.gz	45101	10-11 week old	male	SM/J	positive
GSM709727	Cortex_SM_F	GSM709727	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	treatment group (fluoxetine)	Mus musculus	strain: SM/J	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709727/suppl/GSM709727.CEL.gz	45101	10-11 week old	male	SM/J	positive
GSM709728	Cortex_SWR_C	GSM709728	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	control group (water)	Mus musculus	strain: SWR/J	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709728/suppl/GSM709728.CEL.gz	45101	10-11 week old	male	SWR/J	negative
GSM709729	Cortex_SWR_F	GSM709729	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	treatment group (fluoxetine)	Mus musculus	strain: SWR/J	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709729/suppl/GSM709729.CEL.gz	45101	10-11 week old	male	SWR/J	negative
GSM709730	Cortex_C58_C	GSM709730	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	control group (water)	Mus musculus	strain: C58/J	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709730/suppl/GSM709730.CEL.gz	45101	10-11 week old	male	C58/J	NA
GSM709731	Cortex_C58_F	GSM709731	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	treatment group (fluoxetine)	Mus musculus	strain: C58/J	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709731/suppl/GSM709731.CEL.gz	45101	10-11 week old	male	C58/J	NA
GSM709732	Cortex_BTB_C	GSM709732	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	control group (water)	Mus musculus	strain: BTBRT T(+) tf/J	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709732/suppl/GSM709732.CEL.gz	45101	10-11 week old	male	BTBRT T(+) tf/J	positive
GSM709733	Cortex_BTB_F	GSM709733	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	treatment group (fluoxetine)	Mus musculus	strain: BTBRT T(+) tf/J	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709733/suppl/GSM709733.CEL.gz	45101	10-11 week old	male	BTBRT T(+) tf/J	positive
GSM709734	Cortex_NZB_C	GSM709734	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	control group (water)	Mus musculus	strain: NZB/BlNJ	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709734/suppl/GSM709734.CEL.gz	45101	10-11 week old	male	NZB/BlNJ	negative
GSM709735	Cortex_NZB_F	GSM709735	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	treatment group (fluoxetine)	Mus musculus	strain: NZB/BlNJ	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709735/suppl/GSM709735.CEL.gz	45101	10-11 week old	male	NZB/BlNJ	negative
GSM709736	Cortex_BR_C	GSM709736	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	control group (water)	Mus musculus	strain: C57BR/cdJ	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709736/suppl/GSM709736.CEL.gz	45101	10-11 week old	male	C57BR/cdJ	positive
GSM709737	Cortex_BR_F	GSM709737	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	treatment group (fluoxetine)	Mus musculus	strain: C57BR/cdJ	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709737/suppl/GSM709737.CEL.gz	45101	10-11 week old	male	C57BR/cdJ	positive
